code,name,family,file,size,notes,source
R2-V125,GIVE WAY TO TURNING TRAM,Regulatory Signs,GIVE_WAY_TO_TURNING_TRAM_TO_R2-V125.svg,860x961 mm,size from the drawing's overall width dimension (860 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=29
R2-V126,NO LEFT OR RIGHT TURN AHEAD AT NAMED,Regulatory Signs,NO_LEFT_OR_RIGHT_TURN_AHEAD_AT_NAMED_R2-V126.svg,799x1200 mm,size from the drawing's overall height dimension (1200 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=30
R2-V126,NO LEFT OR RIGHT TURN AHEAD AT NAMED,Regulatory Signs,NO_LEFT_OR_RIGHT_TURN_AHEAD_AT_NAMED_VAR2_R2-V126.svg,799x1200 mm,size from the drawing's overall height dimension (1200 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=30
R2-V127,NO U-TURN AHEAD AT NAMED ROAD,Regulatory Signs,NO_U_TURN_AHEAD_AT_NAMED_ROAD_R2-V127.svg,799x1200 mm,size from the drawing's overall height dimension (1200 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=31
R3-V100,PEDESTRIANS GIVE WAY TO TRAMS,Regulatory Signs,PEDESTRIANS_GIVE_WAY_TO_TRAMS_TO_R3-V100.svg,598x600 mm,size from the drawing's overall height dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=32
G11-V117,,Tourist Signs,SIGN_USE_G11-V117.svg,900x601 mm,size from the drawing's overall width dimension (900 mm); other codes on the page: R3-V102,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=35
R4-V105,SCHOOL ZONE SPEED LIMIT SIGN,Regulatory Signs,SCHOOL_ZONE_SPEED_LIMIT_SIGN_8_9_30AM_R4-V105.svg,725x695 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=36
R4-V106,SCHOOL ZONE SPEED LIMIT SIGN,Regulatory Signs,SCHOOL_ZONE_SPEED_LIMIT_SIGN_2_30_4PM_R4-V106.svg,362x1018 mm,no size found on the sheet; drawn at 1:10 — check; other codes on the page: R4-V106C,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=37
R4-V114-1,SPEED LIMIT SIGN (SINGLE TIME OF OPERATION),Regulatory Signs,SPEED_LIMIT_SIGN_SINGLE_TIME_OF_OPERATION_J1_R4-V114-1.svg,362x604 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=38
R4-V114-2,SPEED LIMIT SIGN (MULTIPLE TIMES OF,Regulatory Signs,SPEED_LIMIT_SIGN_MULTIPLE_TIMES_OF_J1_R4-V114-2.svg,362x883 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=39
R4-V122,SPEED LIMIT GATEWAY SIGN,Regulatory Signs,SPEED_LIMIT_GATEWAY_SIGN_K1_R4-V122.svg,362x484 mm,no size found on the sheet; drawn at 1:10 — check; other codes on the page: R4-V122R,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=40
R5-V39-1,TOW AWAY (SYMBOLIC UPPER PANEL),Parking Signs,TOW_AWAY_SYMBOLIC_UPPER_PANEL_NOTES_R5-V39-1.svg,910x538 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=41
R5-V103,NEW CLEARWAY TIMES,Parking Signs,NEW_CLEARWAY_TIMES_248_SYMBOL_R5-V103.svg,449x650 mm,size from the drawing's overall height dimension (650 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=42
R5-V104,NEW TIMES (SUPPLEMENTARY SIGN FOR NEW,Parking Signs,NEW_TIMES_SUPPLEMENTARY_SIGN_FOR_NEW_NEW_TIMES_R5-V104.svg,600x211 mm,size from the drawing's overall width dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=43
R6-V13-1,URBAN FREEWAY ACCESS PROHIBITION,Parking Signs,URBAN_FREEWAY_ACCESS_PROHIBITION_TRACTORS_R6-V13-1.svg,1800x1757 mm,size from the sheet's 1800 x 1755 figure,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=45
R6-V13-2,RURAL FREEWAY ACCESS PROHIBITION,Parking Signs,RURAL_FREEWAY_ACCESS_PROHIBITION_BEYOND_THIS_POINT_R6-V13-2.svg,709x692 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=46
R6-V13-3,RURAL FREEWAY AT GRADE ACCESS,Parking Signs,RURAL_FREEWAY_AT_GRADE_ACCESS_MAY_CROSS_BUT_R6-V13-3.svg,1199x970 mm,size from the drawing's overall height dimension (970 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=47
R6-V19-2,START TOLLWAY,Parking Signs,START_TOLLWAY_R6-V19-2.svg,1199x600 mm,size from the drawing's overall height dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=48
R6-V20-2,TOLLWAY ENTRANCE,Parking Signs,TOLLWAY_ENTRANCE_ENTRANCE_R6-V20-2.svg,899x450 mm,size from the drawing's overall height dimension (450 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=49
R6-V21-2,END TOLLWAY,Parking Signs,END_TOLLWAY_TOLLWAY_R6-V21-2.svg,899x450 mm,size from the drawing's overall height dimension (450 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=50
R6-V104,WEIGHBRIDGE OPEN TRUCKS & BUSES 1 OR 2,Parking Signs,WEIGHBRIDGE_OPEN_TRUCKS_BUSES_1_OR_2_R6-V104.svg,959x686 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=53
R6-V104,WEIGHBRIDGE OPEN TRUCKS & BUSES 1 OR 2,Parking Signs,WEIGHBRIDGE_OPEN_TRUCKS_BUSES_1_OR_2_VAR2_R6-V104.svg,480x343 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=53
G9-V111-1,,Guide Signs,SIGN_800_SYMBOL_G9-V111-1.svg,1600x1001 mm,size from the drawing's overall width dimension (1600 mm); other codes on the page: R6-V105,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=54
R6-V110A,,Parking Signs,SIGN_RIGHT_R6-V110A.svg,1200x2102 mm,"size from the sheet's 1200 x 2100 figure; other codes on the page: R6-V110B, R6-V110",Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=55
R6-V111,TRUCK BAN RIGHT LANE ON FREEWAY,Parking Signs,TRUCK_BAN_RIGHT_LANE_ON_FREEWAY_RIGHT_R6-V111.svg,900x1802 mm,size from the drawing's overall width dimension (900 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=56
R6-V112,TRUCK BAN THIS LANE,Parking Signs,TRUCK_BAN_THIS_LANE_792_SYMBOL_R6-V112.svg,1200x1966 mm,"size from the sheet's 1200 x 1964 figure; other codes on the page: R6-V112A, R6-V112B",Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=57
R6-V117,FOLLOW YELLOW LINES,Parking Signs,FOLLOW_YELLOW_LINES_R6-V117.svg,481x923 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=62
R6-V118,FOLLOW YELLOW LINES AHEAD,Parking Signs,FOLLOW_YELLOW_LINES_AHEAD_R6-V118.svg,480x1045 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=63
R6-V119,FOLLOW YELLOW LINES ON SIDE ROAD,Parking Signs,FOLLOW_YELLOW_LINES_ON_SIDE_ROAD_R6-V119.svg,599x1029 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=64
R6-V120,END YELLOW LINES,Parking Signs,END_YELLOW_LINES_R6-V120.svg,638x523 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=65
R7-V2-1,XXX m AHEAD,Regulatory Signs,XXX_M_AHEAD_R7-V2-1.svg,596x391 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=66
R7-V3-1,2 RIGHT LANES,Regulatory Signs,2_RIGHT_LANES_LANES_R7-V3-1.svg,600x400 mm,size from the sheet's 600 x 400 figure; other codes on the page: R7-V3,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=67
R7-V100,TRAM LANE END,Regulatory Signs,TRAM_LANE_END_LANE_R7-V100.svg,600x900 mm,size from the drawing's overall width dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=68
R7-V101-1,PART-TIME TRAM LANE (NARROW FORMAT),Regulatory Signs,PART_TIME_TRAM_LANE_NARROW_FORMAT_R7-V101-1.svg,600x1201 mm,size from the drawing's overall width dimension (600 mm); other codes on the page: R7-V101,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=69
R7-V104,TRAM LANE AHEAD,Regulatory Signs,TRAM_LANE_AHEAD_LANE_R7-V104.svg,600x900 mm,size from the drawing's overall width dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=70
R7-V106,TAXI VHA/B/C MAY USE THIS LANE,Regulatory Signs,TAXI_VHA_B_C_MAY_USE_THIS_LANE_R7-V106.svg,467x468 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=71
R7-V107,BICYCLE VHA/B/C MAY USE THIS LANE,Regulatory Signs,BICYCLE_VHA_B_C_MAY_USE_THIS_LANE_R7-V107.svg,467x522 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=72
R7-V113A,,Regulatory Signs,SIGN_SIGNALS_R7-V113A.svg,600x393 mm,"size from the sheet's 600 x 400 figure; other codes on the page: R7-V113B, R7-V113",Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=73
R7-V120,TRANSIT LANE ADVANCE INFORMATION,Regulatory Signs,TRANSIT_LANE_ADVANCE_INFORMATION_R7-V120.svg,3000x3102 mm,size from the drawing's overall width dimension (3000 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=74
R7-V120,TRANSIT LANE ADVANCE INFORMATION,Regulatory Signs,TRANSIT_LANE_ADVANCE_INFORMATION_VAR2_R7-V120.svg,3000x3102 mm,size from the drawing's overall width dimension (3000 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=74
R7-V121,TRANSIT LANE (T2) 500 m OR 1 km AHEAD,Regulatory Signs,TRANSIT_LANE_T2_500_M_OR_1_KM_AHEAD_R7-V121.svg,945x1050 mm,size from the drawing's overall height dimension (1050 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=75
R7-V122,TRANSIT LANE (T2) ADVANCE SIGN WITH TIMES,Regulatory Signs,TRANSIT_LANE_T2_ADVANCE_SIGN_WITH_TIMES_AT_LEAST_R7-V122.svg,649x380 mm,size from the drawing's overall height dimension (380 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=76
R7-V123,TRANSIT LANE (T2) TIMES WITH DOWN ARROW,Regulatory Signs,TRANSIT_LANE_T2_TIMES_WITH_DOWN_ARROW_LANE_R7-V123.svg,1760x1045 mm,size from the drawing's overall width dimension (1760 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=77
R7-V124,TRANSIT LANE (T2) RIGHT LANE ON FREEWAY,Regulatory Signs,TRANSIT_LANE_T2_RIGHT_LANE_ON_FREEWAY_AM_R7-V124.svg,988x1500 mm,size from the drawing's overall height dimension (1500 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=78
R7-V125,TRANSIT LANE (T2) AT LEAST TWO PEOPLE IN,Regulatory Signs,TRANSIT_LANE_T2_AT_LEAST_TWO_PEOPLE_IN_AT_LEAST_R7-V125.svg,995x1140 mm,size from the drawing's overall height dimension (1140 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=79
R7-V126,DO NOT DELAY TRAM SIGN,Regulatory Signs,DO_NOT_DELAY_TRAM_SIGN_520_SYMBOL_R7-V126.svg,600x801 mm,size from the drawing's overall width dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=80
R7-V127,TRANSIT LANE T2,Regulatory Signs,TRANSIT_LANE_T2_LANE_R7-V127.svg,594x800 mm,size from the drawing's overall height dimension (800 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=81
R7-V128,,Regulatory Signs,SIGN_DO_NOT_APPLY_R7-V128.svg,1199x580 mm,size from the drawing's overall height dimension (580 mm); other codes on the page: R7-V128-1,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=82
R7-V128-2,SIGNALS DO NOT APPLY (NARROW FORMAT),Regulatory Signs,SIGNALS_DO_NOT_APPLY_NARROW_FORMAT_APPLY_R7-V128-2.svg,599x730 mm,size from the drawing's overall height dimension (730 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=83
R7-V102,,Regulatory Signs,SIGN_LEFT_R7-V102.svg,600x800 mm,size from the drawing's overall height dimension (800 mm); other codes on the page: R7-V129,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=84
R7-V130,BUS AND TRUCK LANE,Regulatory Signs,BUS_AND_TRUCK_LANE_455_SYMBOL_R7-V130.svg,600x802 mm,size from the drawing's overall width dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=85
R7-V131,T2 AND TRUCK LANE,Regulatory Signs,T2_AND_TRUCK_LANE_455_SYMBOL_R7-V131.svg,595x800 mm,size from the drawing's overall height dimension (800 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=86
R7-V132,MERGE LEFT WITH TIMES,Regulatory Signs,MERGE_LEFT_WITH_TIMES_R7-V132.svg,280x467 mm,no size found on the sheet; drawn at 1:10 — check; other codes on the page: R7-V103,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=87
R7-V133,TRAM ONLY,Regulatory Signs,TRAM_ONLY_507_SYMBOL_R7-V133.svg,600x801 mm,size from the drawing's overall width dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=88
R7-V134,TRAM ONLY END,Regulatory Signs,TRAM_ONLY_END_507_SYM_R7-V134.svg,600x1001 mm,size from the drawing's overall width dimension (600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=89
R9-V101-2,BUSES TAXIS VHA/B/C EXCEPTED,Regulatory Signs,BUSES_TAXIS_VHA_B_C_EXCEPTED_VHA_B_C_EXCEPTED_R9-V101-2.svg,1600x531 mm,size from the drawing's overall width dimension (1600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=91
R9-V101-3,BUSES TAXIS VHA/B/C EXCEPTED (WITH TIMES),Regulatory Signs,BUSES_TAXIS_VHA_B_C_EXCEPTED_WITH_TIMES_MON_FRI_R9-V101-3.svg,1600x786 mm,size from the drawing's overall width dimension (1600 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=92
R9-V112,NEW LIMIT SUPPLEMENTARY SIGN,Regulatory Signs,NEW_LIMIT_SUPPLEMENTARY_SIGN_NEW_R9-V112.svg,725x580 mm,"no size found on the sheet; drawn at 1:10 — check; other codes on the page: R9-V112B, R4-V119",Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=95
R9-V113,PRIORITY PATH CROSSING PEDESTRIANS,Regulatory Signs,PRIORITY_PATH_CROSSING_PEDESTRIANS_K2_R9-V113.svg,966x363 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=96
R9-V115,PRIORITY PATH CROSSING CYCLISTS,Regulatory Signs,PRIORITY_PATH_CROSSING_CYCLISTS_K2_R9-V115.svg,785x363 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=98
W3-V101,TRAFFIC SIGNALS AHEAD PREPARE TO STOP ACTIVE,Warning Signs,TRAFFIC_SIGNALS_AHEAD_PREPARE_TO_STOP_ACTIVE_C_SIZE_W3-V101.svg,1500x2466 mm,size from the drawing's overall width dimension (1500 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=105
W3-V101,TRAFFIC SIGNALS AHEAD PREPARE TO STOP ACTIVE,Warning Signs,TRAFFIC_SIGNALS_AHEAD_PREPARE_TO_STOP_ACTIVE_B_SIZE_W3-V101.svg,1200x2077 mm,size from the drawing's overall width dimension (1200 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=105
W3-V101,TRAFFIC SIGNALS AHEAD PREPARE TO STOP ACTIVE,Warning Signs,TRAFFIC_SIGNALS_AHEAD_PREPARE_TO_STOP_ACTIVE_A_SIZE_W3-V101.svg,1000x1771 mm,size from the drawing's overall width dimension (1000 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=105
W3-V109,ACTIVE ADVANCE WARNING (GENERIC),Warning Signs,ACTIVE_ADVANCE_WARNING_GENERIC_C_SIZE_W3-V109.svg,1500x1947 mm,size from the drawing's overall width dimension (1500 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=106
W3-V109,ACTIVE ADVANCE WARNING (GENERIC),Warning Signs,ACTIVE_ADVANCE_WARNING_GENERIC_B_SIZE_W3-V109.svg,1200x1646 mm,size from the drawing's overall width dimension (1200 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=106
W4-V107,MINOR ROAD APPROACH TO LEVEL CROSSING WITH,Warning Signs,MINOR_ROAD_APPROACH_TO_LEVEL_CROSSING_WITH_W4-V107.svg,555x618 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=111
W4-V108,,Warning Signs,SIGN_W4-V108.svg,453x520 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=112
W5-V104,TRAM TERMINUS,Warning Signs,TRAM_TERMINUS_W5-V104.svg,164x164 mm,size from the drawing's overall width dimension (164 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=114
W5-V105-1,WATCH FOR SNOW CLEARING MACHINERY,Warning Signs,WATCH_FOR_SNOW_CLEARING_MACHINERY_MACHINERY_W5-V105-1.svg,1299x700 mm,size from the drawing's overall height dimension (700 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=115
W5-V105-2,WATCH FOR SNOW CLEARING MACHINERY,Warning Signs,WATCH_FOR_SNOW_CLEARING_MACHINERY_MACHINERY_W5-V105-2.svg,1298x700 mm,size from the drawing's overall height dimension (700 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=116
W5-V106,STRONG CROSS WIND,Warning Signs,STRONG_CROSS_WIND_W5-V106.svg,283x283 mm,size from the drawing's overall width dimension (283 mm); other codes on the page: W5-V105,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=117
W5-V117,SLIPPERY WHEN ICY ADVANCE WARNING (WIDE,Warning Signs,SLIPPERY_WHEN_ICY_ADVANCE_WARNING_WIDE_W5-V117.svg,3436x1200 mm,size from the drawing's overall height dimension (1200 mm); other codes on the page: W5-V117C,Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=119
W5-V120,WILDLIFE CROSSING,Warning Signs,WILDLIFE_CROSSING_WILDLIFE_W5-V120.svg,100x100 mm,size from the drawing's overall height dimension (100 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=120
W5-V121B,,Warning Signs,SIGN_W5-V121B.svg,900x901 mm,"size from the sheet's 900 x 900 figure; other codes on the page: W5-V121C, W5-V121",Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=121
W5-V122,FIRE STATION PREPARE TO STOP ACTIVE ADVANCE,Warning Signs,FIRE_STATION_PREPARE_TO_STOP_ACTIVE_ADVANCE_C_SIZE_W5-V122.svg,1500x2473 mm,size from the drawing's overall width dimension (1500 mm),Original PDFs/TEM-Vol-2-Part-2.17-AS1743-Road-Signs-Specifications-_v2_.pdf#page=122
