code,name,family,file,size,notes,source
CS2-DRG-352361,Induction Loop (Operational Tram Sign),Other,INDUCTION_LOOP_OPERATIONAL_TRAM_SIGN_VAR2_CS2-DRG-352361.svg,1213x367 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check,Original PDFs/1271.pdf
CS2-DRG-352362,Sound Bell (Operational Tram Sign),Other,SOUND_BELL_OPERATIONAL_TRAM_SIGN_CS2-DRG-352362.svg,450x400 mm,size from the register (450x400 mm),Original PDFs/1272.pdf
CS2-DRG-352362,Sound Bell (Operational Tram Sign),Other,SOUND_BELL_OPERATIONAL_TRAM_SIGN_VAR2_CS2-DRG-352362.svg,1214x290 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check,Original PDFs/1272.pdf
CS2-DRG-352363,Fouling Point (Operational Tram Sign),Other,FOULING_POINT_OPERATIONAL_TRAM_SIGN_CS2-DRG-352363.svg,450x280 mm,size from the register (450x300 mm),Original PDFs/1273.pdf
CS2-DRG-352363,Fouling Point (Operational Tram Sign),Other,FOULING_POINT_OPERATIONAL_TRAM_SIGN_VAR2_CS2-DRG-352363.svg,1213x368 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check,Original PDFs/1273.pdf
CS2-DRG-352364,Shunt Limit (Operational Tram Sign),Other,SHUNT_LIMIT_OPERATIONAL_TRAM_SIGN_CS2-DRG-352364.svg,450x280 mm,size from the register (450x300 mm),Original PDFs/1274.pdf
CS2-DRG-352364,Shunt Limit (Operational Tram Sign),Other,SHUNT_LIMIT_OPERATIONAL_TRAM_SIGN_VAR2_CS2-DRG-352364.svg,1214x368 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check,Original PDFs/1274.pdf
D4-2-3A,Bidirectional Hazard Marker (for larger size use D4-SA2-1),D4 Hazard Markers Series,BIDIRECTIONAL_HAZARD_MARKER_FOR_LARGER_SIZE_USE_D4_SA2_1_D4-2-3A.svg,1600x414 mm,"size from the register (1600x400 mm; other listed sizes: 3200x800); codes on this sheet: D4-2-3A, D4-2-3B",Original PDFs/1480.pdf
D4-5,Obstruction Board,D4 Hazard Markers Series,,,no drawing found on the sheet,Original PDFs/360.pdf
D4-6A,Chevron Alignment Marker,D4 Hazard Markers Series,CHEVRON_ALIGNMENT_MARKER_D4-6A.svg,600x799 mm,"size from the register (600x750 mm; other listed sizes: 750x900, 900x1125, 450x600); drawn proportions differ from the register size — check; codes on this sheet: D4-6A, D4-6B, D4-6C, D4-6S",Original PDFs/361.pdf
D4-SA1-1,Unidirectional Hazard Board,D4 Hazard Markers Series,UNIDIRECTIONAL_HAZARD_BOARD_D4-SA1-1.svg,2400x422 mm,size from the register (2400x400 mm),Original PDFs/350.pdf
D4-SA1-4,Hazard Marker For Convex Nose Assembly on a Low Maintenance Attenuator ONLY,D4 Hazard Markers Series,HAZARD_MARKER_FOR_CONVEX_NOSE_ASSEMBLY_ON_A_LOW_MAINTENANCE_ATTENUATOR_ONLY_D4-SA1-4.svg,1000x490 mm,size from the register (1000x450 mm),Original PDFs/353.pdf
D4-SA2-1,Bidirectional Hazard Board,D4 Hazard Markers Series,BIDIRECTIONAL_HAZARD_BOARD_D4-SA2-1.svg,2400x422 mm,size from the register (2400x400 mm),Original PDFs/355.pdf
D4-SA2-S,BidirectionalHazard Marker (Smaller),D4 Hazard Markers Series,BIDIRECTIONALHAZARD_MARKER_SMALLER_D4-SA2-S.svg,400x600 mm,size from the register (400x600 mm),Original PDFs/922.pdf
D4-SA50-1,Hazard Marker For Type F Concrete Safety Barrier ONLY,D4 Hazard Markers Series,HAZARD_MARKER_FOR_TYPE_F_CONCRETE_SAFETY_BARRIER_ONLY_D4-SA50-1.svg,445x225 mm,size from the register (240x445 mm),Original PDFs/362.pdf
D4-SA51-1,Width Marker for ET2000 Terminal Ends (L or R) (right shown),D4 Hazard Markers Series,WIDTH_MARKER_FOR_ET2000_TERMINAL_ENDS_L_OR_R_RIGHT_SHOWN_D4-SA51-1.svg,350x700 mm,size from the register (350x700 mm),Original PDFs/668.pdf
D4-SA51-1,Width Marker for ET2000 Terminal Ends (L or R) (right shown),D4 Hazard Markers Series,WIDTH_MARKER_FOR_ET2000_TERMINAL_ENDS_L_OR_R_RIGHT_SHOWN_VAR2_D4-SA51-1.svg,703x1406 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check,Original PDFs/668.pdf
D4-SA51-2,Width Marker for SKT Terminal (LorR) (right shown),D4 Hazard Markers Series,WIDTH_MARKER_FOR_SKT_TERMINAL_LORR_RIGHT_SHOWN_D4-SA51-2.svg,490x490 mm,size from the register (490x490 mm),Original PDFs/862.pdf
D4-SA51-2,Width Marker for SKT Terminal (LorR) (right shown),D4 Hazard Markers Series,WIDTH_MARKER_FOR_SKT_TERMINAL_LORR_RIGHT_SHOWN_VAR2_D4-SA51-2.svg,613x612 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check; triangulated CAD export unioned,Original PDFs/862.pdf
D4-SA100A,Chevron Median Marker,D4 Hazard Markers Series,CHEVRON_MEDIAN_MARKER_D4-SA100A.svg,100x580 mm,"size from the register (100x1200 mm; other listed sizes: 150x1200, 200x1200); drawn proportions differ from the register size — check; codes on this sheet: D4-SA100A, D4-SA100B, D4-SA100C",Original PDFs/1180.pdf
D4-SA100A,Chevron Median Marker,D4 Hazard Markers Series,CHEVRON_MEDIAN_MARKER_VAR2_D4-SA100A.svg,150x1200 mm,"no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; codes on this sheet: D4-SA100A, D4-SA100B, D4-SA100C",Original PDFs/1180.pdf
D4-SA101,Vertical Chevron Marker,D4 Hazard Markers Series,VERTICAL_CHEVRON_MARKER_D4-SA101.svg,150x771 mm,size from the register (150x900 mm); drawn proportions differ from the register size — check,Original PDFs/1300.pdf
DA-1,Disability Access Arrow Symbol,Other,DISABILITY_ACCESS_ARROW_SYMBOL_DA-1.svg,250x250 mm,size from the register (250x250 mm),Original PDFs/824.pdf
DA-2,Disability Access Bus Symbol,Other,DISABILITY_ACCESS_BUS_SYMBOL_DA-2.svg,250x250 mm,size from the register (250x250 mm),Original PDFs/825.pdf
DA-3,Disability Access Parking Symbol,Other,DISABILITY_ACCESS_PARKING_SYMBOL_DA-3.svg,250x250 mm,size from the register (250x250 mm),Original PDFs/826.pdf
DA-4,Disability Access Tram Symbol,Other,DISABILITY_ACCESS_TRAM_SYMBOL_DA-4.svg,250x250 mm,size from the register (250x250 mm),Original PDFs/827.pdf
DA-5,Disability Access Disabled Symbol,Other,DISABILITY_ACCESS_DISABLED_SYMBOL_DA-5.svg,250x250 mm,size from the register (250x250 mm),Original PDFs/828.pdf
DA-101,Disability Access Train Symbol,Other,DISABILITY_ACCESS_TRAIN_SYMBOL_DA-101.svg,250x250 mm,size from the register (250x250 mm),Original PDFs/829.pdf
DA-102,Disability Access Zone X Symbol,Symbol Series,DISABILITY_ACCESS_ZONE_X_SYMBOL_DA-102.svg,450x560 mm,size from the register (600x450 mm); drawn proportions differ from the register size — check,Original PDFs/865.pdf
G3-SA6-1,Finger Board Guide Sign,G1-G6 Direction Series,FINGER_BOARD_GUIDE_SIGN_G3-SA6-1.svg,1350x191 mm,size from the register (1350x200 mm),Original PDFs/726.pdf
G3-SA6-2,Fingerboard Guide Sign Double Ended,G1-G6 Direction Series,FINGERBOARD_GUIDE_SIGN_DOUBLE_ENDED_G3-SA6-2.svg,200x2842 mm,size from the register (2700x200 mm),Original PDFs/994.pdf
G6-SA50,Passable to Off-Road Vehicles Only,G1-G6 Direction Series,,,no drawing found on the sheet,Original PDFs/368.pdf
G6-SA80,"Controlled Access Road (L,R or L&R) (Approval required for use - refer to Manager, Traffic Services Section of DIT)",G1-G6 Direction Series,CONTROLLED_ACCESS_ROAD_L_R_OR_L_R_APPROVAL_REQUIRED_FOR_USE_REFER_TO_MANAGER_TRA_G6-SA80.svg,600x446 mm,size from the register (600x450 mm),Original PDFs/727.pdf
G6-SA101A,Gate x,G1-G6 Direction Series,GATE_X_G6-SA101A.svg,450x150 mm,"size from the register (450x150 mm; other listed sizes: 300x100); codes on this sheet: G6-SA101A, G6-SA101AA",Original PDFs/237.pdf
G7-1-1A MOD,Advance - Service Symbol 'xxx' m on Left (1 symbol) Formerly G7-SA107-1,G7 Service Series,ADVANCE_SERVICE_SYMBOL_XXX_M_ON_LEFT_1_SYMBOL_FORMERLY_G7_SA107_1_G7-1-1AMOD.svg,900x1122 mm,"size from the register (900x1200 mm; other listed sizes: 1200x1800); drawn proportions differ from the register size — check; codes on this sheet: G7-1-1A MOD, G7-1-1B",Original PDFs/372.pdf
G7-1-2A MOD,Advance - Service Symbol 'xxx' m on Left (2 symbols) Formerly G7-SA107-2,G7 Service Series,ADVANCE_SERVICE_SYMBOL_XXX_M_ON_LEFT_2_SYMBOLS_FORMERLY_G7_SA107_2_G7-1-2AMOD.svg,1200x968 mm,"size from the register (1200x1050 mm; other listed sizes: 1485x1485); drawn proportions differ from the register size — check; codes on this sheet: G7-1-2A MOD, G7-1-2B",Original PDFs/373.pdf
G7-1-3A MOD,Advance Sign - Service Symbol 'xxx' m on Left (3)   Formerly G7-SA107-3,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_XXX_M_ON_LEFT_3_FORMERLY_G7_SA107_3_G7-1-3AMOD.svg,1200x1448 mm,"size from the register (1200x1500 mm; other listed sizes: 2220x1485); codes on this sheet: G7-1-3A MOD, G7-1-3B",Original PDFs/374.pdf
G7-1-4A MOD,Advance Sign - Service Symbol 'xxx' m on Left (4)  Formerly G7-SA107-4,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_XXX_M_ON_LEFT_4_FORMERLY_G7_SA107_4_G7-1-4AMOD.svg,1200x1448 mm,"size from the register (1200x1500 mm; other listed sizes: 1485x2052); codes on this sheet: G7-1-4A MOD, G7-1-4B",Original PDFs/375.pdf
G7-2-1A MOD,Advance Sign - Service Symbol  'xxx' m on Right (1)  Formerly G7-SA107-1,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_XXX_M_ON_RIGHT_1_FORMERLY_G7_SA107_1_G7-2-1AMOD.svg,900x1122 mm,"size from the register (900x1200 mm; other listed sizes: 1200x1800); drawn proportions differ from the register size — check; codes on this sheet: G7-2-1A MOD, G7-2-1B",Original PDFs/376.pdf
G7-2-2A MOD,Advance Sign - Service Symbol 'xxx' m on Right (2) Formerly G7-SA107-2,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_XXX_M_ON_RIGHT_2_FORMERLY_G7_SA107_2_G7-2-2AMOD.svg,1200x968 mm,"size from the register (1200x1050 mm; other listed sizes: 1485x1485); drawn proportions differ from the register size — check; codes on this sheet: G7-2-2A MOD, G7-2-2B",Original PDFs/377.pdf
G7-2-3A MOD,Advance- Service Symbol 'xxx' m on Right (3 symbols) Formerly G7-SA107-3,G7 Service Series,ADVANCE_SERVICE_SYMBOL_XXX_M_ON_RIGHT_3_SYMBOLS_FORMERLY_G7_SA107_3_G7-2-3AMOD.svg,1200x1448 mm,"size from the register (1200x1500 mm; other listed sizes: 2220x1485); codes on this sheet: G7-2-3A MOD, G7-2-3B",Original PDFs/378.pdf
G7-2-4A MOD,Advance Sign - Service Symbol  'xxx' m on Right (4)    Formerly G7-SA107-4,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_XXX_M_ON_RIGHT_4_FORMERLY_G7_SA107_4_G7-2-4AMOD.svg,1200x1448 mm,"size from the register (1200x1500 mm; other listed sizes: 1485x2052); codes on this sheet: G7-2-4A MOD, G7-2-4B",Original PDFs/379.pdf
G7-3-1A MOD,Position Sign - Service Symbol (1)   L or R Formerly G7-SA106-1,G7 Service Series,POSITION_SIGN_SERVICE_SYMBOL_1_L_OR_R_FORMERLY_G7_SA106_1_G7-3-1AMOD.svg,800x900 mm,"size from the register (800x900 mm; other listed sizes: 975x1350); codes on this sheet: G7-3-1A MOD, G7-3-1B",Original PDFs/380.pdf
G7-3-2A MOD,Position Sign - Service Symbol (2)   L or R Formerly G7-SA106-2,G7 Service Series,POSITION_SIGN_SERVICE_SYMBOL_2_L_OR_R_FORMERLY_G7_SA106_2_G7-3-2AMOD.svg,1200x900 mm,"size from the register (1200x900 mm; other listed sizes: 1695x1485); codes on this sheet: G7-3-2A MOD, G7-3-2B",Original PDFs/381.pdf
G7-3-3A MOD,Position Sign - Service Symbol (3)   L or R Formerly G7-SA106-3,G7 Service Series,POSITION_SIGN_SERVICE_SYMBOL_3_L_OR_R_FORMERLY_G7_SA106_3_G7-3-3AMOD.svg,1200x1203 mm,"size from the register (1200x1350 mm; other listed sizes: 1695x2050); drawn proportions differ from the register size — check; codes on this sheet: G7-3-3A MOD, G7-3-3B",Original PDFs/382.pdf
G7-3-4A MOD,Position - Service Symbol (4 symbols)   L or R Formerly G7-SA106-4,G7 Service Series,POSITION_SERVICE_SYMBOL_4_SYMBOLS_L_OR_R_FORMERLY_G7_SA106_4_G7-3-4AMOD.svg,1200x1204 mm,"size from the register (1200x1350 mm; other listed sizes: 1695x2050); drawn proportions differ from the register size — check; codes on this sheet: G7-3-4A MOD, G7-3-4B",Original PDFs/383.pdf
G7-4-2A MOD,Position - Service Symbol (2 symbols) intersection style (L or R) Formerly G7- SA115-2,G7 Service Series,POSITION_SERVICE_SYMBOL_2_SYMBOLS_INTERSECTION_STYLE_L_OR_R_FORMERLY_G7_SA115_2_G7-4-2AMOD.svg,1650x598 mm,"size from the register (1650x600 mm; other listed sizes: 2565x855); codes on this sheet: G7-4-2A MOD, G7-4-2B",Original PDFs/384.pdf
G7-4-3A MOD,Position - Service Symbol (3 symbols) intersection style (L or R) Formerly G7-SA115-3,G7 Service Series,POSITION_SERVICE_SYMBOL_3_SYMBOLS_INTERSECTION_STYLE_L_OR_R_FORMERLY_G7_SA115_3_G7-4-3AMOD.svg,2100x573 mm,"size from the register (2100x600 mm; other listed sizes: 3195x855); codes on this sheet: G7-4-3A MOD, G7-4-3B",Original PDFs/385.pdf
G7-4-4A MOD,Position Sign - Service Symbol (4) intersection style   (L or R)   Formerly G7- SA115-4,G7 Service Series,POSITION_SIGN_SERVICE_SYMBOL_4_INTERSECTION_STYLE_L_OR_R_FORMERLY_G7_SA115_4_G7-4-4AMOD.svg,2550x550 mm,"size from the register (2550x600 mm; other listed sizes: 3825x855); codes on this sheet: G7-4-4A MOD, G7-4-4B",Original PDFs/386.pdf
G7-6-1A MOD,Location - Service Symbols (1 symbol) with no direction Formerly G7-SA111-1,G7 Service Series,LOCATION_SERVICE_SYMBOLS_1_SYMBOL_WITH_NO_DIRECTION_FORMERLY_G7_SA111_1_G7-6-1AMOD.svg,600x464 mm,"size from the register (600x600 mm; other listed sizes: 1035x900); drawn proportions differ from the register size — check; codes on this sheet: G7-6-1A MOD, G7-6-1B",Original PDFs/387.pdf
G7-6-2A MOD,Location Sign - Service Symbols (2) with no direction Formerly G7-SA111-2,G7 Service Series,LOCATION_SIGN_SERVICE_SYMBOLS_2_WITH_NO_DIRECTION_FORMERLY_G7_SA111_2_G7-6-2AMOD.svg,1200x463 mm,"size from the register (1200x600 mm; other listed sizes: 1695x855); drawn proportions differ from the register size — check; codes on this sheet: G7-6-2A MOD, G7-6-2B",Original PDFs/388.pdf
G7-6-3A MOD,Location Sign - Service Symbols (3) with no direction Formerly G7-SA111-3,G7 Service Series,LOCATION_SIGN_SERVICE_SYMBOLS_3_WITH_NO_DIRECTION_FORMERLY_G7_SA111_3_G7-6-3AMOD.svg,1200x968 mm,"size from the register (1200x1050 mm; other listed sizes: 1695x1485); drawn proportions differ from the register size — check; codes on this sheet: G7-6-3A MOD, G7-6-3B",Original PDFs/389.pdf
G7-6-4A MOD,Location Sign - Service Symbols (4) with no direction Formerly G7-SA111-4,G7 Service Series,LOCATION_SIGN_SERVICE_SYMBOLS_4_WITH_NO_DIRECTION_FORMERLY_G7_SA111_4_G7-6-4AMOD.svg,1200x968 mm,"size from the register (1200x1050 mm; other listed sizes: 1620x1420); drawn proportions differ from the register size — check; codes on this sheet: G7-6-4A MOD, G7-6-4B",Original PDFs/390.pdf
G7-7-1A MOD,Advance - Service Symbol Turn Left 'xxx' m (1 symbol) Formerly G7-SA108-1,G7 Service Series,ADVANCE_SERVICE_SYMBOL_TURN_LEFT_XXX_M_1_SYMBOL_FORMERLY_G7_SA108_1_G7-7-1AMOD.svg,900x1123 mm,"size from the register (900x1200 mm; other listed sizes: 1200x1800); drawn proportions differ from the register size — check; codes on this sheet: G7-7-1A MOD, G7-7-1B",Original PDFs/391.pdf
G7-7-2A MOD,Advance Sign - Service Symbol Turn Left 'xxx' m (2)    Formerly G7-SA108-2,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_TURN_LEFT_XXX_M_2_FORMERLY_G7_SA108_2_G7-7-2AMOD.svg,1200x968 mm,"size from the register (1200x1050 mm; other listed sizes: 1890x1485); drawn proportions differ from the register size — check; codes on this sheet: G7-7-2A MOD, G7-7-2B",Original PDFs/392.pdf
G7-7-3A MOD,Advance Sign - Service Symbol Turn Left 'xxx' m (3)    Formerly G7-SA108-3,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_TURN_LEFT_XXX_M_3_FORMERLY_G7_SA108_3_G7-7-3AMOD.svg,1200x1448 mm,"size from the register (1200x1500 mm; other listed sizes: 2220x1485); codes on this sheet: G7-7-3A MOD, G7-7-3B",Original PDFs/393.pdf
G7-7-4A MOD,Advance Sign - Service Symbol Turn Left 'xxx' m (4)    Formerly G7-SA108-4,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_TURN_LEFT_XXX_M_4_FORMERLY_G7_SA108_4_G7-7-4AMOD.svg,1200x1448 mm,"size from the register (1200x1500 mm; other listed sizes: 1890x2115); codes on this sheet: G7-7-4A MOD, G7-7-4B",Original PDFs/394.pdf
G7-8-1A MOD,Advance Sign - Service Symbol Turn Right 'xxx' m (1) Formerly G7-SA108-1,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_TURN_RIGHT_XXX_M_1_FORMERLY_G7_SA108_1_G7-8-1AMOD.svg,900x1123 mm,"size from the register (900x1200 mm; other listed sizes: 1200x1800); drawn proportions differ from the register size — check; codes on this sheet: G7-8-1A MOD, G7-8-1B",Original PDFs/395.pdf
G7-8-2A MOD,Advance - Service Symbol Turn Right 'xxx' m (2 symbols) Formerly G7-SA108-2,G7 Service Series,ADVANCE_SERVICE_SYMBOL_TURN_RIGHT_XXX_M_2_SYMBOLS_FORMERLY_G7_SA108_2_G7-8-2AMOD.svg,1200x968 mm,"size from the register (1200x1050 mm; other listed sizes: 1965x1485); drawn proportions differ from the register size — check; codes on this sheet: G7-8-2A MOD, G7-8-2B",Original PDFs/396.pdf
G7-8-3A MOD,Advance Sign - Service Symbol Turn Right 'xxx' m (3) Formerly G7-SA108-3,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_TURN_RIGHT_XXX_M_3_FORMERLY_G7_SA108_3_G7-8-3AMOD.svg,1200x1448 mm,"size from the register (1200x1500 mm; other listed sizes: 1965x1485); codes on this sheet: G7-8-3A MOD, G7-8-3B",Original PDFs/397.pdf
G7-8-4A MOD,Advance Sign - Service Symbol Turn Right 'xxx' m (4) Formerly G7-SA108-4,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_TURN_RIGHT_XXX_M_4_FORMERLY_G7_SA108_4_G7-8-4AMOD.svg,1200x1448 mm,"size from the register (1200x1500 mm; other listed sizes: 1965x2115); codes on this sheet: G7-8-4A MOD, G7-8-4B",Original PDFs/398.pdf
G7-SA1,XXX Rest Area 'x' km On Left,G7 Service Series,XXX_REST_AREA_X_KM_ON_LEFT_G7-SA1.svg,2100x1350 mm,size from the register (2100x1350 mm),Original PDFs/869.pdf
G7-SA2,XXX Rest Area  'x' km On Right,G7 Service Series,XXX_REST_AREA_X_KM_ON_RIGHT_G7-SA2.svg,2100x1350 mm,size from the register (2100x1350 mm),Original PDFs/870.pdf
G7-SA3,XXX Rest Area,G7 Service Series,XXX_REST_AREA_G7-SA3.svg,2100x1350 mm,size from the register (2100x1350 mm),Original PDFs/871.pdf
G7-SA4,XXX Rest Area,G7 Service Series,XXX_REST_AREA_G7-SA4.svg,2850x938 mm,size from the register (2850x900 mm),Original PDFs/873.pdf
G7-SA109-1,Advance Sign - Service Symbol 'x' km Left/Right -1,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_X_KM_LEFT_RIGHT_1_G7-SA109-1.svg,900x936 mm,size from the register (900x1050 mm); drawn proportions differ from the register size — check,Original PDFs/399.pdf
G7-SA109-2,Advance Sign - Service Symbol 'x' km Left/Right -2,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_X_KM_LEFT_RIGHT_2_G7-SA109-2.svg,1200x900 mm,size from the register (1200x900 mm),Original PDFs/400.pdf
G7-SA109-3,Advance Sign - Service Symbol 'x' km Left/Right -3,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_X_KM_LEFT_RIGHT_3_G7-SA109-3.svg,1200x1248 mm,size from the register (1200x1350 mm); drawn proportions differ from the register size — check,Original PDFs/401.pdf
G7-SA109-4,Advance Sign - Service Symbol 'x' km Left/Right -4,G7 Service Series,ADVANCE_SIGN_SERVICE_SYMBOL_X_KM_LEFT_RIGHT_4_G7-SA109-4.svg,1200x1248 mm,size from the register (1200x1350 mm); drawn proportions differ from the register size — check,Original PDFs/402.pdf
G7-SA110-1,Position Sign - Service Symbol (1),G7 Service Series,POSITION_SIGN_SERVICE_SYMBOL_1_G7-SA110-1.svg,800x805 mm,size from the register (800x900 mm); drawn proportions differ from the register size — check,Original PDFs/403.pdf
G7-SA110-2,Position Sign - Service Symbol (2),G7 Service Series,POSITION_SIGN_SERVICE_SYMBOL_2_G7-SA110-2.svg,1200x798 mm,size from the register (1200x900 mm); drawn proportions differ from the register size — check,Original PDFs/404.pdf
G7-SA110-3,Position Sign - Service Symbol (3),G7 Service Series,POSITION_SIGN_SERVICE_SYMBOL_3_G7-SA110-3.svg,1200x1306 mm,size from the register (1200x1350 mm),Original PDFs/405.pdf
G7-SA110-4,Position Sign - Service Symbol (4),G7 Service Series,POSITION_SIGN_SERVICE_SYMBOL_4_G7-SA110-4.svg,1200x1306 mm,size from the register (1200x1350 mm),Original PDFs/406.pdf
G7-SA116,Position Sign - Services Left and Right,G7 Service Series,POSITION_SIGN_SERVICES_LEFT_AND_RIGHT_G7-SA116.svg,900x1050 mm,size from the register (900x1050 mm),Original PDFs/1240.pdf
G7-SA117,Position Sign - Blank Services Left and Right (L and R),G7 Service Series,POSITION_SIGN_BLANK_SERVICES_LEFT_AND_RIGHT_L_AND_R_G7-SA117.svg,1200x1350 mm,size from the register (1200x1350 mm),Original PDFs/407.pdf
G7-SA120-1A,Supplementary Plate - 'x' km (mounted under service plates),G7 Service Series,SUPPLEMENTARY_PLATE_X_KM_MOUNTED_UNDER_SERVICE_PLATES_G7-SA120-1A.svg,600x225 mm,"size from the register (600x240 mm; other listed sizes: 800x300, 900x360, 1200x420); codes on this sheet: G7-SA120-1A, G7-SA120-1B, G7-SA120-1C, G7-SA120-1D",Original PDFs/408.pdf
G7-SA120-2A,Supplementary Plate - 'xxx' m (mounted under service plates),G7 Service Series,SUPPLEMENTARY_PLATE_XXX_M_MOUNTED_UNDER_SERVICE_PLATES_G7-SA120-2A.svg,600x225 mm,"size from the register (600x240 mm; other listed sizes: 800x300, 900x360, 1200x420); codes on this sheet: G7-SA120-2A, G7-SA120-2B, G7-SA120-2C, G7-SA120-2D",Original PDFs/409.pdf
G7-SA121-1A,Position Sign - \ or / Service Sign with (1) symbol,G7 Service Series,POSITION_SIGN_OR_SERVICE_SIGN_WITH_1_SYMBOL_G7-SA121-1A.svg,600x900 mm,"size from the register (600x900 mm; other listed sizes: 1200x1800); codes on this sheet: G7-SA121-1A, G7-SA121-1B",Original PDFs/410.pdf
G7-SA121-2,Position Sign - \ or / Service Sign with (2) symbols,G7 Service Series,POSITION_SIGN_OR_SERVICE_SIGN_WITH_2_SYMBOLS_G7-SA121-2.svg,1200x798 mm,size from the register (1200x900 mm); drawn proportions differ from the register size — check,Original PDFs/411.pdf
G7-SA121-3,Position Sign - \ or / Service Sign with (3) symbols,G7 Service Series,POSITION_SIGN_OR_SERVICE_SIGN_WITH_3_SYMBOLS_G7-SA121-3.svg,1200x1299 mm,size from the register (1200x1350 mm),Original PDFs/412.pdf
G7-SA121-4,Position Sign - \ or / Service Sign with (4) symbols,G7 Service Series,POSITION_SIGN_OR_SERVICE_SIGN_WITH_4_SYMBOLS_G7-SA121-4.svg,1200x1204 mm,size from the register (1200x1350 mm); drawn proportions differ from the register size — check,Original PDFs/413.pdf
