code,file,drawn_size_mm,legend,check,intervene,notes
R4-13,Speed Signs/End/END_50_AREA_PLATE_SPEED_SIGN_R4-13.svg,600x200,END 50 AREA,ok,," Illustrated R4-13B 600 x 200, no border. END/AREA 55 D (right-hand column: 75 above, baseline 130, 70 below), 25|131|26|180|26|187|25 - the generator's width check confirms 55 D (80 D would give 191/272). Numerals 80 D centred (left column 60|80D|60, top 60). Annulus outer dia 180 centred (272,100): across 25|131 END|26|180 ring|26|187 AREA|25, so the ring centre is at 25+131+26+90 = 272, not the panel centre; numerals centred on the ring (cx 272). Corrected 2026-09-08 (was 300); band 15 (grid shows inner dia 150)."
R4-13,Speed Signs/End/END_60_AREA_PLATE_SPEED_SIGN_R4-13.svg,600x200,END 60 AREA,ok,," Illustrated R4-13B 600 x 200, no border. END/AREA 55 D (right-hand column: 75 above, baseline 130, 70 below), 25|131|26|180|26|187|25 - the generator's width check confirms 55 D (80 D would give 191/272). Numerals 80 D centred (left column 60|80D|60, top 60). Annulus outer dia 180 centred (272,100): across 25|131 END|26|180 ring|26|187 AREA|25, so the ring centre is at 25+131+26+90 = 272, not the panel centre; numerals centred on the ring (cx 272). Corrected 2026-09-08 (was 300); band 15 (grid shows inner dia 150)."
R9-8,Regulatory Signs/AT_PACIFIC_HIGHWAY_WHITE_SQUARE_R9-8.svg,600x600,AT PACIFIC HIGHWAY,width AT: 153.1 vs drawing 148,," R9-8B (600 x 600) illustrated. R50, 10 white edge, 30 border. Stack 90/100D/60/100/60/100/90. Drawing gives AT = 148 (font 153, 3 pct). Road name lines are 'Varies' width, 'letter series to suit' (not stated) - PACIFIC HIGHWAY in series C: the drawing's dashed placeholders measure ~388 and ~450 wide, which is Series C at 100 (D would be ~500 and ~560 and overrun the panel). Changed from D 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/10_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,10,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/20_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,20,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/30_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,30,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/40_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,40,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/50_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,50,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/60_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,60,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/70_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,70,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/80_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,80,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/90_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,90,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/100_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,100,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-1A,Speed Signs/Normal Speed Signs/110_SPEED_WHITE_SQUARE_RM4-1A.svg,600x600,110,ok,," RM4-1A 600 x 600, 25 black border, square corners. Red annulus R265/R215 centred (300 to centre, 265/215 radii); numerals 220 D 'Varies' centred (60 shown), top 190. Drawing states series D. Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_10_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 10,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_20_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 20,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_30_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 30,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_40_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 40,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_50_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 50,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_60_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 60,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_70_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 70,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_80_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 80,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_90_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 90,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_100_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 100,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
RM4-12D,Speed Signs/End/END_110_SPEED_WHITE_TALL_RM4-12D.svg,600x900,END 110,ok,," RM4-12D 600 x 900, 25 black border, square corners. END 160 E top 100 (74|451|75); black annulus R265/R215 centred at (300,575) (100+160+315 to centre, 265 to the outer edge, 60 to the bottom); numerals 220 D 'Varies' centred on the annulus (60 shown), top 465. Drawing states series D for the numerals (not the R4-1 speed rule). Numeral series follows the R4-1 rule (D for 1-2 numerals and 110/115, C for other 3 numerals): the drawing states D but illustrates only 60; 100 in D at this height (460 wide) overruns the annulus, C (390) fits as on R4-1. Decided 2026-09-08 after Russell's review."
