code,name,family,file,size,notes,source
ACTSD-3706,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-22/46, R5-44/1, R5-44/11, R5-44/12, R5-44/13, R5-44/14, R5-44/16, R5-44/2, R5-44/3, R5-44/4",Original PDFs/ACTSD/ACTSD-3706-Rev-0.pdf
ACTSD-3707,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-20, R5-20/1, R5-20/10, R5-20/11, R5-20/12, R5-20/13, R5-20/13-1, R5-20/14, R5-20/15, R5-20/16, R5-20/17, R5-20/18",Original PDFs/ACTSD/ACTSD-3707-Rev-0.pdf
ACTSD-3708,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-22/1, R5-22/1-1, R5-22/1-2, R5-22/1-3, R5-22/1-4, R5-22/1-5, R5-22/1-6, R5-22/1-7, R5-22/2, R5-22/3, R5-22/3-1, R5-22/32",Original PDFs/ACTSD/ACTSD-3708-Rev-0.pdf
ACTSD-3709,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-22/11-1, R5-22/12, R5-22/13, R5-22/14, R5-22/18, R5-22/19, R5-22/20, R5-22/21, R5-22/50, R5-22/51, R5-22/52, R5-22/53",Original PDFs/ACTSD/ACTSD-3709-Rev-0.pdf
ACTSD-3710,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-22/22, R5-22/23, R5-22/24, R5-22/24-1, R5-22/26, R5-22/27, R5-22/36, R5-22/60",Original PDFs/ACTSD/ACTSD-3710-Rev-0.pdf
ACTSD-3711,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-23/1, R5-23/11, R5-23/12, R5-23/15, R5-23/16, R5-23/17, R5-23/18, R5-23/20, R5-23/21, R5-23/22, R5-23/23, R5-23/26",Original PDFs/ACTSD/ACTSD-3711-Rev-0.pdf
ACTSD-3712,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-35, R5-35/1, R5-36/1, R5-36/10, R5-36/11, R5-36/13, R5-36/2, R5-36/3, R5-36/4, R5-36/5, R5-36/7, R5-36/9",Original PDFs/ACTSD/ACTSD-3712-Rev-0.pdf
ACTSD-3713,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-40, R5-41/1, R5-41/10, R5-41/11, R5-41/14, R5-41/15, R5-41/16, R5-41/17, R5-41/17-1, R5-41/18, R5-41/19, R5-41/2",Original PDFs/ACTSD/ACTSD-3713-Rev-0.pdf
ACTSD-3714,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-22/33, R5-22/34, R5-22/35, R5-41/34, R5-41/35, R5-41/50, R5-41/51, R5-41/52, R5-41/53, R5-41/54, R5-41/55, R5-41/56",Original PDFs/ACTSD/ACTSD-3714-Rev-0.pdf
ACTSD-3715,ACT standard parking signs,Parking Signs,,,vector sheet but no sign face drawing found (assembly / detail drawing),Original PDFs/ACTSD/ACTSD-3715-Rev0-241106.pdf
ACTSD-3720,ACT standard parking signs,Parking Signs,ACT_STANDARD_PARKING_SIGNS_ACTSD-3720.svg,775x811 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/ACTSD/ACTSD-3720-Rev-0.pdf
ACTSD-3720,ACT standard parking signs,Parking Signs,ACT_STANDARD_PARKING_SIGNS_VAR2_ACTSD-3720.svg,596x757 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/ACTSD/ACTSD-3720-Rev-0.pdf
ACTSD-3720,ACT standard parking signs,Parking Signs,ACT_STANDARD_PARKING_SIGNS_VAR3_ACTSD-3720.svg,447x568 mm,no size found on the sheet; drawn at 1:10 — check,Original PDFs/ACTSD/ACTSD-3720-Rev-0.pdf
ACTSD-3721,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-30/11, R5-30/12, R5-30/13, R5-30/3, R5-30/5, R5-30/6, R5-30/8, R5-30/9",Original PDFs/ACTSD/ACTSD-3721-Rev-0.pdf
ACTSD-3722,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-30/14, R5-30/2, R5-30/4",Original PDFs/ACTSD/ACTSD-3722-Rev-0.pdf
ACTSD-3723,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-1/13, R5-1/14, R5-1/15, R5-1/16, R5-1/17, R5-1/18, R5-1/19, R5-1/31, R5-1/50",Original PDFs/ACTSD/ACTSD-3723-Rev-0.pdf
ACTSD-3724,ACT standard parking signs,Parking Signs,ACT_STANDARD_PARKING_SIGNS_ACTSD-3724.svg,600x761 mm,no size found on the sheet; drawn at 1:10 — check; drawn at 2 sizes on the sheet; largest kept,Original PDFs/ACTSD/ACTSD-3724-Rev-0.pdf
ACTSD-3724,ACT standard parking signs,Parking Signs,ACT_STANDARD_PARKING_SIGNS_VAR2_ACTSD-3724.svg,450x571 mm,no size found on the sheet; drawn at 1:10 — check; drawn at 2 sizes on the sheet; largest kept,Original PDFs/ACTSD/ACTSD-3724-Rev-0.pdf
ACTSD-3725,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-2/17, R5-2/18, R5-2/19, R5-2/20, R5-2/21, R5-2/22, R5-2/30, R5-2/31, R5-2/32",Original PDFs/ACTSD/ACTSD-3725-Rev-0.pdf
ACTSD-3726,ACT standard parking signs,Parking Signs,,,scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS,Original PDFs/ACTSD/ACTSD-3726-Rev-0.pdf
ACTSD-3727,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-2/60, R5-2/61, R5-2/62, R5-2/63",Original PDFs/ACTSD/ACTSD-3727-Rev-0.pdf
ACTSD-3728,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-3/10, R5-3/30, R5-3/31, R5-3/4, R5-3/5, R5-3/6, R5-3/8, R5-3/9",Original PDFs/ACTSD/ACTSD-3728-Rev-0.pdf
ACTSD-3729,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-3/32, R5-3/33, R5-3/34, R5-3/35, R5-3/36, R5-3/37",Original PDFs/ACTSD/ACTSD-3729-Rev-0.pdf
ACTSD-3730,ACT standard parking signs,Parking Signs,,,scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS,Original PDFs/ACTSD/ACTSD-3730-Rev-0.pdf
ACTSD-3731,ACT standard parking signs,Parking Signs,,,scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS,Original PDFs/ACTSD/ACTSD-3731-Rev-0.pdf
ACTSD-3732,ACT standard parking signs,Parking Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-4/21, R5-4/22, R5-4/23, R5-4/25, R5-4/26, R5-4/27, R5-4/28, R5-4/29, R5-4/30",Original PDFs/ACTSD/ACTSD-3732-Rev-0.pdf
ACTSD-3733,ACT standard parking signs,Parking Signs,,,scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS,Original PDFs/ACTSD/ACTSD-3733-Rev-0.pdf
ACTSD-3734,ACT standard parking signs,Parking Signs,,,scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS,Original PDFs/ACTSD/ACTSD-3734-Rev-0.pdf
ACTSD-3735,ACT standard parking signs,Parking Signs,,,scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS,Original PDFs/ACTSD/ACTSD-3735-Rev-0.pdf
ACTSD-3750,Park and Ride directional signage,Guide Signs,,,"scanned sheet (raster image with OCR text); sign faces not drawn — needs the CAD original from TCCS; codes on the sheet: R5-22/52, R5-22/53, R5-22/56, R5-22/57",Original PDFs/ACTSD/ACTSD-3750-Rev-0.pdf
ACTSD-3751,Directional signage - electric vehicle charging,Guide Signs,,,vector sheet but no sign face drawing found (assembly / detail drawing),Original PDFs/ACTSD/ACTSD-3751-Rev0-241106.pdf
